human_time_ai_min,human_time_base_min,run_id,sector,risk_score,notes,correctness_score,task_source,completeness_score,task_text,policy_id,review_effort_min,hallucination_flag,annotator_id,risk_class,quality_score,task_id,difficulty_label
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 41.96s. Response length: 656 chars. Run: glm_batch_flashx,,https://www.mem.gov.cn/,,跨省异地就医直接结算失败时，可按什么顺序自查原因？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-010,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 22.69s. Response length: 322 chars. Run: glm_batch_flashx,,https://www.mem.gov.cn/yw/zdgz/ajfb/,,国家组织药品集中带量采购对参保人药费负担的影响应如何客观表述？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-011,medium
,,glm_batch_pl_glm_47,public service,,GLM glm-4.7 auto-generated response. Latency: 27.02s. Response length: 1028 chars. Run: glm_batch_pl_glm_47,,https://www.samr.gov.cn/,,基本公共卫生服务与基本医疗服务在制度上如何区分？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47,,,glm_glm-4_7_auto,medium,,ps-012,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 17.99s. Response length: 791 chars. Run: glm_batch_flashx,,https://www.samr.gov.cn/,,基本公共卫生服务与基本医疗服务在制度上如何区分？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-012,medium
,,glm_batch_pl_glm_47,public service,,GLM glm-4.7 auto-generated response. Latency: 27.67s. Response length: 879 chars. Run: glm_batch_pl_glm_47,,https://www.samr.gov.cn/zw/zwfb/,,传染病疫情信息报告与个人隐私保护之间如何把握平衡？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47,,,glm_glm-4_7_auto,medium,,ps-013,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 21.12s. Response length: 444 chars. Run: glm_batch_flashx,,https://www.samr.gov.cn/zw/zwfb/,,传染病疫情信息报告与个人隐私保护之间如何把握平衡？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-013,medium
,,glm_batch_pl_glm_47,public service,,GLM glm-4.7 auto-generated response. Latency: 30.26s. Response length: 909 chars. Run: glm_batch_pl_glm_47,,https://www.mnr.gov.cn/,,学校传染病防控中家校协同的常见要点有哪些？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47,,,glm_glm-4_7_auto,medium,,ps-014,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 37.30s. Response length: 472 chars. Run: glm_batch_flashx,,https://www.mnr.gov.cn/,,学校传染病防控中家校协同的常见要点有哪些？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-014,medium
,,glm_batch_pl_glm_47,public service,,GLM glm-4.7 auto-generated response. Latency: 50.92s. Response length: 1292 chars. Run: glm_batch_pl_glm_47,,https://www.mee.gov.cn/,,预防接种异常反应补偿与民事赔偿关系应如何向群众解释？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47,,,glm_glm-4_7_auto,medium,,ps-015,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 59.34s. Response length: 931 chars. Run: glm_batch_flashx,,https://www.mee.gov.cn/,,预防接种异常反应补偿与民事赔偿关系应如何向群众解释？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-015,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 50.89s. Response length: 629 chars. Run: glm_batch_flashx,,https://www.mee.gov.cn/zcwj/gwywj/202508/t20250827_1126207.shtml,,精神卫生法框架下严重精神障碍患者服务管理要点是什么？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-016,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 31.24s. Response length: 431 chars. Run: glm_batch_flashx,,https://www.mca.gov.cn/,,突发公共卫生事件分级响应启动后，社区可承担哪些配合工作？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-017,medium
,,glm_batch_pl_glm_47,public service,,GLM glm-4.7 auto-generated response. Latency: 53.16s. Response length: 862 chars. Run: glm_batch_pl_glm_47,,https://www.mca.gov.cn/n152/n165/c166/,,食品安全事故信息通报与舆情回应应注意哪些原则？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47,,,glm_glm-4_7_auto,high,,ps-018,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 44.12s. Response length: 474 chars. Run: glm_batch_flashx,,https://www.mca.gov.cn/n152/n165/c166/,,食品安全事故信息通报与舆情回应应注意哪些原则？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,high,,ps-018,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 40.95s. Response length: 475 chars. Run: glm_batch_flashx,,https://www.mohrss.gov.cn/SYrlzyhshbzk/,,饮用水水源保护区管理中的公众参与方式有哪些？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-019,medium
,,glm_batch_pl_glm_47,public service,,GLM glm-4.7 auto-generated response. Latency: 37.87s. Response length: 1075 chars. Run: glm_batch_pl_glm_47,,https://www.mohrss.gov.cn/SYrlzyhshbzb/jycyz/,,噪声污染防治中“敏感建筑物集中区域”监管要点是什么？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47,,,glm_glm-4_7_auto,medium,,ps-020,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 93.73s. Response length: 382 chars. Run: glm_batch_flashx,,https://www.mohrss.gov.cn/SYrlzyhshbzb/jycyz/,,噪声污染防治中“敏感建筑物集中区域”监管要点是什么？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-020,medium
,,glm_batch_pl_glm_47,public service,,GLM glm-4.7 auto-generated response. Latency: 20.74s. Response length: 820 chars. Run: glm_batch_pl_glm_47,,https://www.ndrc.gov.cn/,,生活垃圾分类投放、收集、运输的责任边界如何划分？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47,,,glm_glm-4_7_auto,medium,,ps-021,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 44.08s. Response length: 354 chars. Run: glm_batch_flashx,,https://www.ndrc.gov.cn/,,生活垃圾分类投放、收集、运输的责任边界如何划分？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-021,medium
,,glm_batch_pl_glm_47,public service,,GLM glm-4.7 auto-generated response. Latency: 22.76s. Response length: 444 chars. Run: glm_batch_pl_glm_47,,https://www.ndrc.gov.cn/fggz/,,危险废物经营许可证制度对产废单位意味着什么？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47,,,glm_glm-4_7_auto,high,,ps-022,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 31.23s. Response length: 351 chars. Run: glm_batch_flashx,,https://www.ndrc.gov.cn/fggz/,,危险废物经营许可证制度对产废单位意味着什么？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,high,,ps-022,medium
,,glm_batch_pl_glm_47,public service,,GLM glm-4.7 auto-generated response. Latency: 24.62s. Response length: 626 chars. Run: glm_batch_pl_glm_47,,https://www.mof.gov.cn/,,土壤污染风险管控和修复活动中的信息公开要求有哪些？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47,,,glm_glm-4_7_auto,medium,,ps-023,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 79.65s. Response length: 631 chars. Run: glm_batch_flashx,,https://www.mof.gov.cn/,,土壤污染风险管控和修复活动中的信息公开要求有哪些？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-023,medium
,,glm_batch_pl_glm_47,public service,,GLM glm-4.7 auto-generated response. Latency: 22.08s. Response length: 574 chars. Run: glm_batch_pl_glm_47,,https://www.mof.gov.cn/zhengwuxinxi/caizhengxinwen/,,碳排放权交易与排污许可制度在监管对象上如何区分？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47,,,glm_glm-4_7_auto,medium,,ps-024,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 30.58s. Response length: 520 chars. Run: glm_batch_flashx,,https://www.mof.gov.cn/zhengwuxinxi/caizhengxinwen/,,碳排放权交易与排污许可制度在监管对象上如何区分？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-024,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 22.92s. Response length: 487 chars. Run: glm_batch_flashx,,https://www.nhc.gov.cn/,,生态保护红线内允许的人类活动类型有哪些概括性限制？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-025,medium
,,glm_batch_pl_glm_47,public service,,GLM glm-4.7 auto-generated response. Latency: 30.57s. Response length: 660 chars. Run: glm_batch_pl_glm_47,,https://www.nhc.gov.cn/wjw/bmgz/,,海域使用论证与海洋环境影响评价在程序上如何衔接？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47,,,glm_glm-4_7_auto,medium,,ps-026,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 92.41s. Response length: 692 chars. Run: glm_batch_flashx,,https://www.nhc.gov.cn/wjw/bmgz/,,海域使用论证与海洋环境影响评价在程序上如何衔接？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-026,medium
,,glm_batch_pl_glm_47,public service,,GLM glm-4.7 auto-generated response. Latency: 36.67s. Response length: 1393 chars. Run: glm_batch_pl_glm_47,,https://www.moj.gov.cn/,,养老机构备案与消防审验的常见合规要点有哪些？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47,,,glm_glm-4_7_auto,medium,,ps-027,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 65.41s. Response length: 1387 chars. Run: glm_batch_flashx,,https://www.moj.gov.cn/,,养老机构备案与消防审验的常见合规要点有哪些？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-027,medium
,,glm_batch_pl_glm_47,public service,,GLM glm-4.7 auto-generated response. Latency: 21.87s. Response length: 474 chars. Run: glm_batch_pl_glm_47,,https://www.moj.gov.cn/pub/sfbgw/,,未成年人社会保护工作中强制报告制度的适用情形有哪些？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47,,,glm_glm-4_7_auto,medium,,ps-028,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 26.37s. Response length: 308 chars. Run: glm_batch_flashx,,https://www.moj.gov.cn/pub/sfbgw/,,未成年人社会保护工作中强制报告制度的适用情形有哪些？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-028,medium
,,glm_batch_pl_glm_47,public service,,GLM glm-4.7 auto-generated response. Latency: 38.01s. Response length: 890 chars. Run: glm_batch_pl_glm_47,,https://www.mps.gov.cn/,,最低生活保障家庭经济状况核对应注意哪些隐私与准确性问题？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47,,,glm_glm-4_7_auto,medium,,ps-029,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 39.64s. Response length: 437 chars. Run: glm_batch_flashx,,https://www.mps.gov.cn/,,最低生活保障家庭经济状况核对应注意哪些隐私与准确性问题？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-029,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 19.36s. Response length: 401 chars. Run: glm_batch_flashx,,https://www.mps.gov.cn/n2253534/n2253535/,,临时救助与低保在对象与给付方式上有何主要区别？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-030,medium
,,glm_batch_pl_glm_47,public service,,GLM glm-4.7 auto-generated response. Latency: 28.08s. Response length: 727 chars. Run: glm_batch_pl_glm_47,,https://www.ccdi.gov.cn/,,特困人员供养与分散供养服务协议应关注哪些条款？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47,,,glm_glm-4_7_auto,medium,,ps-031,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 66.62s. Response length: 896 chars. Run: glm_batch_flashx,,https://www.ccdi.gov.cn/,,特困人员供养与分散供养服务协议应关注哪些条款？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-031,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 20.64s. Response length: 453 chars. Run: glm_batch_flashx,,https://www.gov.cn/gongbao/2025/issue_12266/202509/content_7039598.html,,残疾人两项补贴资格认定与动态复核要点是什么？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-032,medium
,,glm_batch_pl_glm_47,public service,,GLM glm-4.7 auto-generated response. Latency: 42.41s. Response length: 874 chars. Run: glm_batch_pl_glm_47,,https://www.nhsa.gov.cn/col/col114/index.html,,婚姻登记“跨省通办”试点中当事人材料准备要点有哪些？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47,,,glm_glm-4_7_auto,medium,,ps-033,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 41.93s. Response length: 278 chars. Run: glm_batch_flashx,,https://www.nhsa.gov.cn/col/col114/index.html,,婚姻登记“跨省通办”试点中当事人材料准备要点有哪些？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-033,medium
,,glm_batch_pl_glm_47,public service,,GLM glm-4.7 auto-generated response. Latency: 32.56s. Response length: 0 chars. Run: glm_batch_pl_glm_47,,https://www.nhsa.gov.cn/col/col105/index.html,,收养登记评估与收养能力评估有何制度性区别？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47,,,glm_glm-4_7_auto,medium,,ps-034,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 114.00s. Response length: 561 chars. Run: glm_batch_flashx,,https://www.nhsa.gov.cn/col/col105/index.html,,收养登记评估与收养能力评估有何制度性区别？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-034,medium
,,glm_batch_pl_glm_47,public service,,GLM glm-4.7 auto-generated response. Latency: 82.31s. Response length: 1300 chars. Run: glm_batch_pl_glm_47,,https://www.nhsa.gov.cn/col/col104/index.html,,慈善组织信息公开与募捐备案应关注哪些合规点？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47,,,glm_glm-4_7_auto,medium,,ps-035,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 93.13s. Response length: 967 chars. Run: glm_batch_flashx,,https://www.nhsa.gov.cn/col/col104/index.html,,慈善组织信息公开与募捐备案应关注哪些合规点？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-035,medium
,,glm_batch_pl_glm_47,public service,,GLM glm-4.7 auto-generated response. Latency: 22.44s. Response length: 370 chars. Run: glm_batch_pl_glm_47,,https://www.nhsa.gov.cn/col/col109/index.html,,志愿服务记录与证明出具应遵循哪些基本要求？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47,,,glm_glm-4_7_auto,medium,,ps-036,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 26.20s. Response length: 306 chars. Run: glm_batch_flashx,,https://www.nhsa.gov.cn/col/col109/index.html,,志愿服务记录与证明出具应遵循哪些基本要求？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-036,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 109.39s. Response length: 633 chars. Run: glm_batch_flashx,,https://www.gov.cn/zhengce/zuixin/,,行政区划变更公告后，证照与合同地址条款如何处理更稳妥？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-037,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 33.68s. Response length: 500 chars. Run: glm_batch_flashx,,https://www.gov.cn/hudong/index.htm,,地名管理中对具有重要地理方位意义的名称命名更名程序要点？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-038,medium
,,glm_batch_pl_glm_47,public service,,GLM glm-4.7 auto-generated response. Latency: 59.53s. Response length: 1100 chars. Run: glm_batch_pl_glm_47,,https://www.moe.gov.cn/jyb_xxgk/moe_1777/moe_1778/,,基层群众性自治组织与基层政府在社区治理中的职责边界？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47,,,glm_glm-4_7_auto,medium,,ps-039,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 61.73s. Response length: 877 chars. Run: glm_batch_flashx,,https://www.moe.gov.cn/jyb_xxgk/moe_1777/moe_1778/,,基层群众性自治组织与基层政府在社区治理中的职责边界？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-039,medium
,,glm_batch_pl_glm_47,public service,,GLM glm-4.7 auto-generated response. Latency: 30.27s. Response length: 575 chars. Run: glm_batch_pl_glm_47,,https://www.moe.gov.cn/jyb_xwfb/xw_fbbm/,,信访事项受理与办理“三个到位”应如何向群众解释？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47,,,glm_glm-4_7_auto,medium,,ps-040,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 30.05s. Response length: 296 chars. Run: glm_batch_flashx,,https://www.moe.gov.cn/jyb_xwfb/xw_fbbm/,,信访事项受理与办理“三个到位”应如何向群众解释？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-040,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 34.59s. Response length: 1392 chars. Run: glm_batch_flashx,,https://www.mem.gov.cn/,,行政复议与行政诉讼在救济路径选择上如何把握？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,high,,ps-041,medium
,,glm_batch_pl_glm_47,public service,,GLM glm-4.7 auto-generated response. Latency: 46.91s. Response length: 803 chars. Run: glm_batch_pl_glm_47,,https://www.mem.gov.cn/yw/zdgz/ajfb/,,政府信息公开申请中“三需要”原则应如何准确理解？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47,,,glm_glm-4_7_auto,medium,,ps-042,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 62.99s. Response length: 213 chars. Run: glm_batch_flashx,,https://www.mem.gov.cn/yw/zdgz/ajfb/,,政府信息公开申请中“三需要”原则应如何准确理解？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-042,medium
,,glm_batch_pl_glm_47,public service,,GLM glm-4.7 auto-generated response. Latency: 25.02s. Response length: 1124 chars. Run: glm_batch_pl_glm_47,,https://www.samr.gov.cn/,,重大行政决策公众参与与专家论证如何组织更规范？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47,,,glm_glm-4_7_auto,medium,,ps-043,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 20.72s. Response length: 443 chars. Run: glm_batch_flashx,,https://www.samr.gov.cn/,,重大行政决策公众参与与专家论证如何组织更规范？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-043,medium
,,glm_batch_pl_glm_47,public service,,GLM glm-4.7 auto-generated response. Latency: 44.64s. Response length: 875 chars. Run: glm_batch_pl_glm_47,,https://www.samr.gov.cn/zw/zwfb/,,行政执法公示制度中应重点公开哪些要素？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47,,,glm_glm-4_7_auto,medium,,ps-044,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 31.83s. Response length: 459 chars. Run: glm_batch_flashx,,https://www.samr.gov.cn/zw/zwfb/,,行政执法公示制度中应重点公开哪些要素？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-044,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 44.06s. Response length: 313 chars. Run: glm_batch_flashx,,https://www.mnr.gov.cn/,,行政裁量权基准制定中如何听取市场主体意见？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-045,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 23.63s. Response length: 945 chars. Run: glm_batch_flashx,,https://www.moj.gov.cn/,,外国人来华工作许可与居留许可衔接办理要点？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-058,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 32.24s. Response length: 874 chars. Run: glm_batch_flashx,,https://www.moj.gov.cn/pub/sfbgw/,,领事保护与协助的启动条件与求助渠道有哪些？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-059,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 22.58s. Response length: 715 chars. Run: glm_batch_flashx,,https://www.mps.gov.cn/,,国家安全教育进社区活动可设计哪些互动环节？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-060,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 18.51s. Response length: 744 chars. Run: glm_batch_flashx,,https://www.mps.gov.cn/n2253534/n2253535/,,反间谍安全防范重点单位名录管理要点是什么？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-061,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 36.56s. Response length: 902 chars. Run: glm_batch_flashx,,https://www.ccdi.gov.cn/,,数据出境安全评估与个人信息出境标准合同路径如何区分？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-062,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 26.47s. Response length: 408 chars. Run: glm_batch_flashx,,https://www.gov.cn/gongbao/2025/issue_12266/202509/content_7039598.html,,关键信息基础设施认定对运营者的额外义务有哪些？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-063,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 19.07s. Response length: 408 chars. Run: glm_batch_flashx,,https://www.nhsa.gov.cn/col/col114/index.html,,网络安全等级保护测评与商用密码应用安全性评估关系？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-064,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 24.83s. Response length: 935 chars. Run: glm_batch_flashx,,https://www.nhsa.gov.cn/col/col105/index.html,,政务云服务商安全责任边界在合同中如何约定更稳妥？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-065,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 37.88s. Response length: 643 chars. Run: glm_batch_flashx,,https://www.nhsa.gov.cn/col/col104/index.html,,重大活动网络安全保障工作方案通常包含哪些模块？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-066,medium
,,glm_batch_flashx,public service,,GLM glm-4.7-flashx auto-generated response. Latency: 16.92s. Response length: 504 chars. Run: glm_batch_flashx,,https://www.nhsa.gov.cn/col/col109/index.html,,网络谣言治理中平台与监管部门的协同要点？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,ps-067,medium
